baseline,"[8.516709, 9.478886, 10.54976, 11.74162, 13.06814]"
0,1
5,"[[0.9966307 ]
 [0.99671904]
 [0.99708777]
 [0.99749518]
 [0.99752547]]"
10,"[[0.98719512]
 [0.98757235]
 [0.98893213]
 [0.99040812]
 [0.99054845]]"
15,"[[0.97318472]
 [0.97407862]
 [0.97687573]
 [0.97982643]
 [0.98003252]]"
20,"[[0.95604105]
 [0.95787695]
 [0.96241658]
 [0.96705128]
 [0.96725713]]"
25,"[[0.93657513]
 [0.93994593]
 [0.94661928]
 [0.95311901]
 [0.95335269]]"
30,"[[0.91501158]
 [0.92054665]
 [0.92985705]
 [0.93852909]
 [0.93900547]]"
35,"[[0.89143722]
 [0.89958988]
 [0.91201723]
 [0.92327847]
 [0.92439877]]"
40,"[[0.86609584]
 [0.877091  ]
 [0.89290327]
 [0.90712359]
 [0.909335  ]]"
45,"[[0.83930422]
 [0.85329504]
 [0.87253971]
 [0.8898793 ]
 [0.89350997]]"
50,"[[0.81124342]
 [0.82848995]
 [0.85115985]
 [0.87157902]
 [0.87673629]]"
55,"[[0.78194566]
 [0.80280568]
 [0.82901842]
 [0.85243717]
 [0.85904735]]"
60,"[[0.75146171]
 [0.77619636]
 [0.80622193]
 [0.83268849]
 [0.84066499]]"
65,"[[0.7199513 ]
 [0.74862775]
 [0.78270695]
 [0.81244202]
 [0.82183217]]"
70,"[[0.68761325]
 [0.72018878]
 [0.75837594]
 [0.79165079]
 [0.80270037]]"
75,"[[0.65457343]
 [0.69107859]
 [0.73324227]
 [0.7701996 ]
 [0.78325589]]"
80,"[[0.62087224]
 [0.66144152]
 [0.70745358]
 [0.74802962]
 [0.76337567]]"
85,"[[0.58657066]
 [0.63131075]
 [0.68118277]
 [0.7252036 ]
 [0.74293698]]"
90,"[[0.55181484]
 [0.60065983]
 [0.65451534]
 [0.70187188]
 [0.72189819]]"
95,"[[0.51677329]
 [0.56953041]
 [0.62743305]
 [0.67817668]
 [0.70035101]]"
100,"[[0.48155296]
 [0.5380579 ]
 [0.59988671]
 [0.65417349]
 [0.67844537]]"
105,"[[0.44620683]
 [0.50639793]
 [0.57189477]
 [0.62982645]
 [0.6563201 ]]"
110,"[[0.41081242]
 [0.47463348]
 [0.54357305]
 [0.60507381]
 [0.63402774]]"
115,"[[0.37550872]
 [0.4427746 ]
 [0.51506687]
 [0.57990729]
 [0.61152595]]"
120,"[[0.34044728]
 [0.41084032]
 [0.486465  ]
 [0.55440405]
 [0.58873401]]"
125,"[[0.30572657]
 [0.37892282]
 [0.45777478]
 [0.52869131]
 [0.56559519]]"
130,"[[0.27140585]
 [0.34716328]
 [0.42897534]
 [0.50287622]
 [0.54213809]]"
135,"[[0.23756974]
 [0.31567622]
 [0.40009188]
 [0.47699721]
 [0.51846138]]"
140,"[[0.2043462 ]
 [0.28450377]
 [0.37122273]
 [0.45103221]
 [0.49468884]]"
145,"[[0.17186507]
 [0.25366427]
 [0.34249521]
 [0.42495305]
 [0.47090746]]"
150,"[[0.14021211]
 [0.22321126]
 [0.31399635]
 [0.39878074]
 [0.44713371]]"
155,"[[0.10943948]
 [0.19326046]
 [0.28574816]
 [0.3725992 ]
 [0.42332772]]"
160,"[[0.07962543]
 [0.16392796]
 [0.25774281]
 [0.34651923]
 [0.3994417 ]]"
165,"[[0.05090969]
 [0.13528364]
 [0.23000344]
 [0.32062384]
 [0.3754712 ]]"
170,"[[0.02357445]
 [0.10734662]
 [0.20261256]
 [0.29493814]
 [0.35147477]]"
175,"[[0.00644728]
 [0.080149  ]
 [0.17568379]
 [0.26944543]
 [0.32755372]]"
180,"[[0.029281  ]
 [0.05378584]
 [0.14929585]
 [0.24413445]
 [0.30380267]]"
185,"[[0.05302711]
 [0.02845945]
 [0.12347452]
 [0.21903934]
 [0.2802731 ]]"
190,"[[0.07556715]
 [0.00621639]
 [0.09821962]
 [0.19424181]
 [0.25695685]]"
195,"[[0.09673047]
 [0.02086647]
 [0.07355496]
 [0.16983578]
 [0.2338169 ]]"
200,"[[0.11646061]
 [0.04312826]
 [0.04957042]
 [0.145884  ]
 [0.21083015]]"
